Date,Close,High,Low,Open,Volume
9/19/2023,177.7671051,178.3230282,175.841218,176.2283798,51826900
9/20/2023,174.2131653,178.3925254,174.1238086,177.9557244,58436200
9/21/2023,172.6644745,175.0172406,172.5949917,173.2799737,63047900
9/22/2023,173.5182343,175.7915809,172.7836281,173.3991122,56725400
9/25/2023,174.7988586,175.6823825,172.8828933,172.9325325,46172700
9/26/2023,170.7088318,173.925248,170.4110115,173.5480231,64588900
9/27/2023,169.1899414,171.7809516,167.8199926,171.3640094,66921800
9/28/2023,169.4480743,170.778321,166.4004042,168.1078908,56294400
9/29/2023,169.9643097,171.8107772,169.1006294,170.7684138,51814200
10/2/2023,172.4857941,173.0317953,169.6863051,169.9742036,52164500
10/3/2023,171.1456299,172.3666914,169.5771391,171.0066491,49594600
10/4/2023,172.3964691,172.9424704,169.7260389,169.8451609,53020300
10/5/2023,173.6373749,174.1734392,171.4235892,172.5255136,48527900
10/6/2023,176.1986084,176.6949705,171.9199547,172.535454,57224100
10/9/2023,177.6876831,177.7472441,174.520891,175.5235368,42390800
10/10/2023,177.092041,178.4123658,176.65524,176.8041577,43698000
10/11/2023,178.4917755,178.5414147,176.3077858,176.9034111,47551100
10/12/2023,179.3951721,181.013302,177.7373096,178.7598293,56743100
10/13/2023,177.5487213,180.6062984,176.8438805,180.1000145,51427100
10/16/2023,177.4196472,177.7770285,175.2257204,175.4639796,52517000
10/17/2023,175.8610687,177.1218326,173.5281762,175.3647067,57549400
10/18/2023,174.5606079,176.2879534,173.8359235,174.3025051,54764400
10/19/2023,174.1833649,176.5460378,173.9153251,174.7591315,59302900
10/20/2023,171.6221466,174.1436591,171.3838874,174.0344589,64189300
10/23/2023,171.7412567,172.7439025,168.6935867,169.6664671,55980100
10/24/2023,172.1780548,172.4063771,170.2025286,171.7908931,43816600
10/25/2023,169.8551025,171.8008333,169.4083646,170.6294261,57157000
10/26/2023,165.675705,170.1330411,164.4645805,169.1303802,70625300
10/27/2023,166.9960327,167.7306539,165.616147,165.6955667,58499100
10/30/2023,169.0509796,169.9245817,167.6413132,167.7902309,51131000
10/31/2023,169.5274963,169.6565402,166.6783679,168.11783,44846000
11/1/2023,172.7042084,172.9623112,168.8822146,169.7558167,56934900
11/2/2023,176.2780151,176.4864787,174.1833668,174.2429278,77334800
11/3/2023,175.3647003,175.5334767,172.088723,172.9722468,79763700
11/6/2023,177.9259186,178.1244603,174.927903,175.0966643,63841300
11/7/2023,180.4970856,181.1125696,177.6678161,177.8762797,70530000
11/8/2023,181.5592957,182.1152187,180.2687514,181.0232313,49340300
11/9/2023,181.0827942,182.7803438,180.4871537,181.6287954,53763500
11/10/2023,185.2875366,185.4565354,182.43467,182.8720464,66133400
11/13/2023,183.697113,184.9197681,183.1106378,184.7110299,43627500
11/14/2023,186.3213501,186.9873497,185.1881543,186.5797929,60108400
11/15/2023,186.8879395,188.3690525,186.6593164,186.7289059,53790500
11/16/2023,188.5778198,189.8203598,187.5241331,188.4386559,54412900
11/17/2023,188.5579071,189.2437915,187.4445963,189.1145625,50922700
11/20/2023,190.3074036,190.7646649,188.7467814,188.7567162,46505100
11/21/2023,189.502243,190.376996,188.6076204,190.2676519,38134500
11/22/2023,190.1682434,191.7785703,189.6911123,190.347177,39617700
11/24/2023,188.8362427,189.7606851,188.1205385,189.7308653,24048300
11/27/2023,188.6573029,189.5320558,187.7726151,188.7865319,40552600
11/28/2023,189.2636719,189.9396215,188.26964,188.6473769,38415400
11/29/2023,188.2398071,190.943575,187.8422005,189.7606747,43014200
11/30/2023,188.8163605,189.1841626,187.0668698,188.7070164,48794400
12/1/2023,190.0986633,190.4167456,188.1006495,189.1940907,45679300
12/4/2023,188.299469,188.9157791,186.3312899,188.8461896,43389500
12/5/2023,192.2656555,193.2398026,189.0449866,189.0748215,66628400
12/6/2023,191.1722412,193.5976665,190.9634878,193.2895191,41089700
12/7/2023,193.1105957,193.8362348,192.4346461,192.4744158,47477700
12/8/2023,194.5419922,194.8203199,192.5141586,193.0409943,53377300
12/11/2023,192.0270691,192.3352317,190.2775785,191.9574947,60943700
12/12/2023,193.5479736,193.5579085,190.5758126,191.9276967,52696900
12/13/2023,196.7785645,196.8183191,193.6871246,193.9256825,70404200
12/14/2023,196.9276733,198.4286561,194.989314,196.8382141,66831600
12/15/2023,196.3908997,197.2159328,195.8242942,196.3511299,128256700
12/18/2023,194.7209167,195.4565058,193.2298688,194.9197201,55751900
12/19/2023,195.7646637,195.7745986,194.7209271,194.98932,40714100
12/20/2023,193.6672516,196.5002336,193.6672516,195.7248899,52242800
12/21/2023,193.5181274,195.9038132,192.3451771,194.9296661,46482500
12/22/2023,192.4445953,194.2437908,191.8183503,194.0151525,37122800
12/26/2023,191.8978729,192.7328561,191.6791847,192.4545284,28919300
12/27/2023,191.9972534,192.3451706,189.9495502,191.3412039,48087700
12/28/2023,192.4246979,193.4982542,192.0171412,192.9813533,34049900
12/29/2023,191.3809662,193.239801,190.5857376,192.7427851,42628800
