Date,Close,High,Low,Open,Volume
7/13/2023,13.60999966,13.60999966,13.11999989,13.43999958,0
7/14/2023,13.34000015,13.76000023,13.22000027,13.72000027,0
7/17/2023,13.47999954,14,13.43000031,13.77999973,0
7/18/2023,13.30000019,13.67000008,13.28999996,13.60999966,0
7/19/2023,13.76000023,13.84000015,13.11999989,13.31999969,0
7/20/2023,13.98999977,14.22999954,13.57999992,13.96000004,0
7/21/2023,13.60000038,13.89000034,13.36999989,13.86999989,0
7/24/2023,13.90999985,14.30000019,13.72999954,14.28999996,0
7/25/2023,13.85999966,14.09000015,13.81999969,14.02000046,0
7/26/2023,13.18999958,14.15999985,13.14999962,13.85999966,0
7/27/2023,14.40999985,15.02000046,12.73999977,13.14000034,0
7/28/2023,13.32999992,14.18000031,13.27000046,14.02999973,0
7/31/2023,13.63000011,14.09000015,13.56999969,13.97999954,0
8/1/2023,13.93000031,14.30000019,13.75,13.75,0
8/2/2023,16.09000015,16.47999954,14.94999981,15.69999981,0
8/3/2023,15.92000008,17.42000008,15.72000027,16.77000046,0
8/4/2023,17.10000038,17.38999939,14.56999969,16.01000023,0
8/7/2023,15.77000046,17.36000061,15.77000046,16.89999962,0
8/8/2023,15.98999977,18.13999939,15.96000004,16.28000069,0
8/9/2023,15.96000004,16.87000084,15.38000011,15.81000042,0
8/10/2023,15.85000038,16.86000061,14.60000038,15.57999992,0
8/11/2023,14.84000015,16.51000023,14.84000015,15.52999973,0
8/14/2023,14.81999969,16.05999947,14.77000046,15.88000011,0
8/15/2023,16.45999908,16.56999969,14.90999985,14.94999981,0
8/16/2023,16.78000069,16.93000031,15.80000019,16.54000092,0
8/17/2023,17.88999939,18.12999916,16.39999962,16.95999908,0
8/18/2023,17.29999924,18.87999916,17.13999939,17.79999924,0
8/21/2023,17.12999916,18.11000061,16.87999916,18.03000069,0
8/22/2023,16.96999931,17.57999992,16.61000061,16.95999908,0
8/23/2023,15.97999954,17.10000038,15.90999985,16.63999939,0
8/24/2023,17.20000076,17.31999969,15.47999954,15.56999969,0
8/25/2023,15.68000031,17.36000061,15.44999981,17.20999908,0
8/28/2023,15.07999992,16.28000069,15,16.23999977,0
8/29/2023,14.44999981,15.30000019,14.34000015,15.07999992,0
8/30/2023,13.88000011,14.69999981,13.82999992,14.52999973,0
8/31/2023,13.56999969,14,13.43999958,13.97999954,0
9/1/2023,13.09000015,13.56000042,13.02000046,13.56000042,0
9/5/2023,14.01000023,14.47000027,13.69999981,14.14999962,0
9/6/2023,14.44999981,15.30000019,14.13000011,14.27000046,0
9/7/2023,14.39999962,15.68999958,14.39999962,14.81000042,0
9/8/2023,13.84000015,14.86999989,13.57999992,14.22000027,0
9/11/2023,13.80000019,14.32999992,13.73999977,14.17000008,0
9/12/2023,14.22999954,14.42000008,13.71000004,14.02000046,0
9/13/2023,13.47999954,14.68000031,13.40999985,14.42000008,0
